id,Artist Name,Track Name,Popularity,duration,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,key,mode,time_signature,Class
132,DaEFre,track_1,14.0000000000,256.7660000000,0.5330320637,0.9829794051,0.9571760126,0.0543034986,0.0560240964,0.2138546324,0.1090114802,0.4066480273,0.6118514685,10.0000000000,minor,type 4,10
133,PrMuMu,track_1,29.0000000000,237.8670000000,0.3996126533,0.7757286316,0.8621946046,0.0316591543,0.0000221888,0.0013042182,0.1659047039,0.3103448276,0.4868029499,10.0000000000,major,type 4,9
134,AsBheha,track_3,28.0000000000,335.9590000200,0.7449967721,0.4713603460,0.8034488782,0.0765185662,0.6265060241,0.0000117470,0.3386162755,0.5578336958,0.5413917281,7.0000000000,major,type 4,10
135,AnDvTaWaHuWa,track_1,32.0000000000,209.1070000200,0.1596729073,0.0302265742,0.3377255372,0.0251126851,0.9979919679,0.5441762492,0.0886924718,0.0529149839,0.3566384181,10.0000000000,major,type 4,8
136,TiGa,track_1,45.0000000000,261.0670000200,0.2166989456,0.1840126553,0.6534900552,0.0129856192,0.8704819277,0.7279113734,0.0840190999,0.1270580926,0.4640261785,9.0000000000,major,type 3,8
137,Ent,track_1,47.0000000000,133.0670000000,0.3103077254,0.9729672904,0.8767936912,0.0519424769,0.0004588353,0.7841363295,0.1212028853,0.3683338511,0.6559602363,10.0000000000,minor,type 1,9
138,YaOn,track_1,70.0000000000,215.7710000000,0.3953088014,0.6655953704,0.7998303012,0.0196394076,0.1767068273,0.2299189055,0.0710149345,0.2212902558,0.2936181912,5.0000000000,minor,type 4,10
139,Ped,track_5,22.0000000000,253.8580000000,0.6761351410,0.7276704813,0.8227645928,0.2809615797,0.1084337349,0.0000016165,0.0937722239,0.4542818681,0.6166925432,1.0000000000,major,type 4,6
140,AtVan,track_1,39.0000000000,315.6930000000,0.3684097267,0.9709648675,0.9323201318,0.0428203477,0.0006646586,0.0000055121,0.1770801585,0.2906699803,0.7517197136,11.0000000000,major,type 4,9
141,NiMuSaSa,track_1,34.0000000000,344.7600000000,0.3877770605,0.5204197078,0.7136832123,0.0101953209,0.4989959839,0.0033925737,0.7480442954,0.7079838459,0.4000517531,7.0000000000,minor,type 4,10
142,UdNa,track_1,30.0000000000,238.4130000000,0.1220142027,0.3061604541,0.6837114122,0.0104099592,0.3995983936,0.4347383883,0.1018998273,0.0491871182,0.3601317549,5.0000000000,major,type 3,10
143,Vor,track_2,26.0000000000,244.9040000000,0.5287282117,0.9529430611,0.8716777720,0.0696501395,0.0006817269,0.0026295207,0.3274408209,0.1860826344,0.5308416354,1.0000000000,major,type 3,9
144,Vou,track_1,47.0000000000,224.7920000000,0.4082203572,0.9299151974,0.8209428265,0.0450740502,0.0000502008,0.4899593273,0.1994310678,0.3776535156,0.2880655108,1.0000000000,major,type 4,9
145,HuJo,track_1,39.0000000000,197.1450000000,0.7912631805,0.6435687181,0.8093384243,0.0093367675,0.2811244980,0.7379515441,0.1882556131,0.8136067102,0.4768458619,11.0000000000,minor,type 4,10
146,S.D.Bum,track_1,18.0000000000,345.2400000000,0.4372713579,0.1539763113,0.5680916373,0.0396007727,0.9949799197,0.9357429074,0.0776186122,0.4677436057,0.4323812912,5.0000000000,major,type 4,8
147,SuKhShMaKaKr,track_1,40.0000000000,198.8400000000,0.6244889176,0.7436898647,0.7998802126,0.0225370251,0.0877510040,0.0002921690,0.0435842731,0.7763280522,0.3365355587,2.0000000000,major,type 4,10
148,DaSi,track_1,40.0000000000,157.3330000200,0.6535399182,0.1689944833,0.6965386439,0.0311225585,0.9297188755,0.9307228220,0.0988519760,0.3838666252,0.5573327727,5.0000000000,major,type 4,8
149,EdGrMiMaLiMa,track_1,35.0000000000,342.5470000200,0.0800516462,0.0162096136,0.2880886427,0.0325177077,0.9769076305,0.9668674366,0.0510007112,0.0381070726,0.7566739984,4.0000000000,major,type 3,8
150,CaSaSoGa,track_1,8.0000000000,193.3729999800,0.1478373144,0.0515523784,0.3779042200,0.0214638334,0.9949799197,0.9487951293,0.0583155542,0.0210210210,0.2820492086,7.0000000000,major,type 4,8
151,FiGe,track_1,13.0000000000,193.0740000000,0.6018936949,0.6625917360,0.8161263757,0.0403520069,0.0005401606,0.0325291491,0.2746113990,0.2678885782,0.3389291413,2.0000000000,major,type 5,9
152,LUBO,track_1,9.0000000000,137.6470000000,0.8794921455,0.6095275283,0.8019515360,0.0535522644,0.0238955823,0.6134534272,0.1008838769,0.6375686031,0.5681739768,10.0000000000,minor,type 4,6
153,StKu,track_1,37.0000000000,347.0359999800,0.5513234345,0.1059181610,0.4449352399,0.0110538742,0.9668674699,0.8865460708,0.1090114802,0.1819405613,0.3368913615,7.0000000000,minor,type 4,8
154,MoRaLaMa,track_1,7.0000000000,273.5869999800,0.4060684312,0.6746062736,0.8359911158,0.2380339129,0.7620481928,0.0000001004,0.0756883064,0.7297297297,0.6127032389,9.0000000000,major,type 3,4
155,Sp&Bi,track_1,57.0000000000,235.1749999800,0.5072089520,0.0270226975,0.4807217189,0.0112685126,0.5983935743,0.3152603567,0.0998679264,0.1436263850,0.3460020701,8.0000000000,major,type 4,8
156,Tua,track_14,37.0000000000,287.8130000000,0.5588551754,0.6685990048,0.7862044870,0.0235028976,0.3955823293,0.0000045080,0.1740323072,0.4832763798,0.3584659507,9.0000000000,minor,type 4,10
157,ViLo,track_1,15.0000000000,189.4000000200,0.6029696578,0.5724827041,0.7403359038,0.0204979609,0.9427710843,0.2409630933,0.0876765214,0.8840219530,0.2992086083,8.0000000000,major,type 4,10
158,NeInAs,track_1,16.0000000000,233.8410000000,0.3307510222,0.9599515414,0.8703052083,0.0867138871,0.0000940763,0.0010431737,0.4767855329,0.0866728798,0.8867468840,7.0000000000,major,type 4,9
159,MaKaPaChS.,track_1,9.0000000000,412.9999999800,0.3630299118,0.5284293996,0.6805170822,0.0635329470,0.9176706827,0.0001917673,0.3111856141,0.4573884229,0.4109091301,4.0000000000,major,type 4,4
160,AmBaPr,track_1,2.0000000000,1767.0000000000,0.3619539488,0.3462089128,0.6106411120,0.3754024469,0.9538152610,0.2901599299,0.3883978462,0.4957025992,0.2317624100,8.0000000000,major,type 4,4
161,SaLiEnCoDeLaMe,track_1,44.0000000000,139.2160000200,0.1284699806,0.0578600106,0.5230715480,0.0166344709,0.9889558233,0.9548192317,0.0866605710,0.0685513099,0.2379835684,2.0000000000,minor,type 4,8
162,LaMaBaMe,track_1,30.0000000000,333.1999999800,0.2177749085,0.4182961383,0.5703126950,0.0191028118,0.8102409639,0.0000098394,0.0787361577,0.3496945221,0.2337570621,6.0000000000,major,type 3,8
163,TaSe,track_1,24.0000000000,198.2110000000,0.6137292877,0.8127734559,0.8402086297,0.0193174501,0.0859437751,0.0000033032,0.3660469369,0.3693693694,0.4927599517,7.0000000000,major,type 4,10
164,InSt,track_1,15.0000000000,223.8750000000,0.6449322143,0.8798546241,0.8968081655,0.0330543035,0.0040461847,0.0000442772,0.0490704054,0.4118256187,0.5183777548,8.0000000000,major,type 3,10
165,HuHa&Ha,track_1,54.0000000000,229.8850000200,0.5351839897,0.0581603741,0.4052307155,0.0162051942,0.8303212851,0.7751001758,0.0937722239,0.1363777571,0.4710721525,10.0000000000,major,type 4,8
166,Eld,track_6,38.0000000000,207.5780000000,0.7385409942,0.6335566035,0.8318983804,0.0140588109,0.0854417671,0.0000239960,0.1059636290,0.7649373511,0.3312793807,7.0000000000,minor,type 4,10
167,SuSil,track_1,59.0000000000,192.5600000000,0.5954379169,0.9529430611,0.8738489182,0.1393002790,0.0001807229,0.0616456442,0.1018998273,0.2016154085,0.4820535214,6.0000000000,major,type 4,9
168,MCLyt,track_1,39.0000000000,314.6000000000,0.8751882935,0.7506983450,0.8072171895,0.1103241039,0.0769076305,0.0005311250,0.4127806563,0.7825411619,0.3985530685,10.0000000000,minor,type 4,10
169,3DoDo,track_1,79.0000000000,233.9330000000,0.5222724338,0.8648364521,0.8545831150,0.0057952350,0.0066666667,0.0000100402,0.1547292492,0.5433364399,0.3690214344,11.0000000000,minor,type 4,10
170,OlMaCh,track_1,26.0000000000,397.7070000000,0.0617602754,0.9759709248,0.8470964039,0.1081777205,0.0000077912,0.7901604319,0.0692878188,0.1032411722,0.2667820330,9.0000000000,major,type 1,9
171,ArZe,track_1,36.0000000000,246.0470000000,0.3802453196,0.7577068253,0.7651668289,0.0276883451,0.0000587349,0.9427710269,0.3264248705,0.1860826344,0.4818810109,7.0000000000,major,type 4,9
172,S.D.Bur,track_1,23.0000000000,61.7730000000,0.4738540994,0.3211786261,0.7090664071,0.0082635759,0.9829317269,0.0788143362,0.0958041248,0.5350522937,0.3390315694,6.0000000000,minor,type 4,4
173,OlBl,track_1,47.0000000000,143.4649999800,0.6008177319,0.0868951431,0.5724339298,0.0394934535,0.9969879518,0.9116464976,0.0937722239,0.2295744020,0.3088799758,2.0000000000,major,type 4,8
174,EzCol,track_1,47.0000000000,244.7330000000,0.8074026253,0.7046426176,0.7963614584,0.2315947628,0.3935742972,0.1154609593,0.0947881743,0.6862379621,0.3565521628,8.0000000000,minor,type 4,6
175,ShKaAmBaShSiRaPaBaNeSi,track_1,2.0000000000,1793.1600000000,0.3716376157,0.5194184964,0.7582291433,0.1575445375,0.7781124498,0.0001024097,0.0735548105,0.3838666252,0.3258453012,11.0000000000,minor,type 4,4
176,DiBor,track_1,47.0000000000,313.3600000000,0.1155584248,0.9319176203,0.8667614983,0.0639622237,0.0000157631,0.7751001758,0.0817840089,0.2098995547,0.5312028292,6.0000000000,minor,type 3,9
177,MoRaihammed,track_9,24.0000000000,297.8800000200,0.3253712072,0.4293094645,0.6891018442,0.0133075767,0.9568273092,0.4668669346,0.1760642081,0.5733664699,0.3975449605,11.0000000000,major,type 4,4
178,JCSte,track_1,58.0000000000,218.2930000000,0.4179040241,0.2460877662,0.7361433456,0.0251126851,0.9467871486,0.0000352410,0.0947881743,0.2668530600,0.5603517057,6.0000000000,minor,type 4,10
179,bi,track_1,55.0000000000,179.9080000000,0.7460727351,0.4603470199,0.7759976043,0.0378836660,0.4979919679,0.0003724903,0.1018998273,0.9099099099,0.3954910079,8.0000000000,minor,type 4,10
180,Mo√,track_1,61.0000000000,311.0800000000,0.2543576501,0.9749697134,0.9052931047,0.2165700794,0.0002178715,0.0019668694,0.2573402418,0.0560215388,0.4794389097,3.0000000000,minor,type 4,9
181,Ste,track_1,44.0000000000,288.0530000000,0.8289218851,0.8167783017,0.8338449253,0.0577377120,0.0009638554,0.0006787155,0.0978360256,0.6251423838,0.4169955147,4.0000000000,minor,type 4,10
182,FoThMe,track_1,37.0000000000,228.9810000000,0.4630944696,0.9769721363,0.8847046492,0.1543249624,0.0000064056,0.4186741151,0.1608249517,0.1912602257,0.4284189416,9.0000000000,minor,type 4,9
183,MoJo,track_1,26.0000000000,243.9260000000,0.7869593286,0.5214209193,0.7610740935,0.0867138871,0.3524096386,0.0579307811,0.1242507366,0.1384487936,0.5361301591,4.0000000000,minor,type 4,6
184,Ara,track_1,41.0000000000,389.3870000000,0.4168280611,0.7416874418,0.8718774176,0.0070830650,0.5712851406,0.0591356015,0.1354261912,0.2026509268,0.6452807608,7.0000000000,major,type 4,10
185,JaAbAlYa,track_1,40.0000000000,430.8000000000,0.3533462449,0.9128946025,0.8683836191,0.2090577377,0.4708835341,0.0003925707,0.1923194148,0.9181940561,0.7593533014,5.0000000000,major,type 4,6
186,StOa,track_1,46.0000000000,185.9470000000,0.7202496234,0.9219055057,0.9048189464,0.0920798455,0.0860441767,0.0000051406,0.2664837956,0.4397846122,0.4227530513,6.0000000000,minor,type 4,10
187,BeBun,track_1,58.0000000000,137.6010000000,0.6105013988,0.9349212547,0.9157495446,0.0282249410,0.0014558233,0.0000162651,0.3243929696,0.9161230196,0.2718603097,4.0000000000,major,type 4,10
188,Mou,track_1,51.0000000000,207.3910000000,0.4146761351,0.9679612331,0.9330688029,0.1972526293,0.0000129518,0.0000090261,0.3274408209,0.3186289738,0.4547968689,6.0000000000,major,type 4,9
189,BuLe,track_1,42.0000000000,354.6400000000,0.7536044760,0.6495759869,0.7666142597,0.1779351792,0.0080823293,0.5261039419,0.0624809509,0.5826861344,0.3066157761,7.0000000000,major,type 4,6
190,ToDiSiDia,track_1,38.0000000000,266.0599999800,0.6460081773,0.1529750999,0.5764018867,0.0211418759,0.9387550201,0.8263050465,0.0746723560,0.1135963550,0.3540184155,5.0000000000,major,type 4,8
191,KiSt,track_1,41.0000000000,202.1940000000,0.7159457715,0.6595881016,0.8968830326,0.1382270874,0.0686746988,0.0000026305,0.0907243727,0.7411204308,0.5519903394,9.0000000000,major,type 4,10
192,Tee,track_1,49.0000000000,392.0670000000,0.4060684312,0.9949939427,0.8723266202,0.1274951706,0.0000078614,0.1656618129,0.3050899116,0.0203997101,0.4716651572,11.0000000000,major,type 4,9
193,BrMa+2,track_1,54.0000000000,264.6259999800,0.4975252851,0.0934030177,0.5499987522,0.0142734492,0.9508032129,0.5753007784,0.1445697450,0.1198094646,0.3424709967,11.0000000000,minor,type 3,8
194,TeNeu,track_1,44.0000000000,169.4130000000,0.5825263611,0.7727249972,0.8492176387,0.2036917794,0.1224899598,0.0024588378,0.0404348268,0.6800248524,0.3442715746,7.0000000000,major,type 3,6
195,ToDi,track_1,30.0000000000,488.5330000200,0.4017645793,0.0636670371,0.4761548252,0.0343421335,0.6455823293,0.6877506905,0.0808696536,0.2823858341,0.6590977703,1.0000000000,major,type 4,8
196,HaMiSaPr,track_1,37.0000000000,408.4770000000,0.5653109533,0.5384415142,0.7461755384,0.0110538742,0.4718875502,0.0000434739,0.3081377629,0.7152324739,0.3478673395,9.0000000000,minor,type 4,10
197,Blt,track_2,68.0000000000,146.9390000000,0.8418334409,0.5444487830,0.8474707394,0.1596909208,0.6275100402,0.0016455840,0.0886924718,0.4636015326,0.3630266960,1.0000000000,major,type 4,10
198,MaFaTr,track_1,9.0000000000,293.2530000000,0.4986012481,0.1870162897,0.6301564723,0.0121270659,0.6114457831,0.5993971881,0.2735954485,0.0580925753,0.4395512572,5.0000000000,major,type 4,8
199,SaRei,track_1,41.0000000000,280.4000000000,0.2780288358,0.9629551758,0.8752963490,0.1639836875,0.0001827309,0.3885536030,0.3335365234,0.3517655587,0.3863587355,7.0000000000,major,type 4,9
200,AnMiGro,track_1,54.0000000000,180.6910000200,0.4308155799,0.1139278527,0.4937485962,0.0140588109,0.9748995984,0.9186746171,0.2177181754,0.0558144351,0.3900353646,1.0000000000,major,type 3,8
201,Ni,track_1,59.0000000000,340.2810000000,0.4738540994,0.8498182801,0.8033989668,0.0280103026,0.0004076305,0.0051696839,0.1069795794,0.4304649477,0.2502425928,2.0000000000,major,type 4,9
202,NiCaFi,track_1,30.0000000000,201.9630000000,0.1725844631,0.8838594700,0.8210176936,0.0624597553,0.0000017068,0.9518071805,0.0620745708,0.3030961996,0.2838767413,1.0000000000,major,type 4,9
203,FiBl,track_1,55.0000000000,168.9510000000,0.7417688832,0.4082840237,0.7658655886,0.0174930243,0.1305220884,0.0022279139,0.1384740425,0.4843118981,0.4982425497,9.0000000000,major,type 4,10
204,VaCa,track_1,50.0000000000,189.2500000200,0.4717021734,0.0737792729,0.4360010981,0.0258639193,0.9859437751,0.9287147879,0.0968200752,0.2533913224,0.4084832018,4.0000000000,minor,type 4,8
205,Was,track_1,39.0000000000,158.3490000000,0.4308155799,0.9489382152,0.9714257193,0.0556986478,0.0002610442,0.5823288979,0.0268210911,0.2451071761,0.6057273472,9.0000000000,major,type 4,9
206,ChHa,track_1,36.0000000000,282.3730000200,0.5986658059,0.2520950350,0.5144119188,0.0461472419,0.0983935743,0.0000488956,0.2400690846,0.4014704360,0.4305645405,7.0000000000,major,type 4,10
207,HaBeArinnan,track_11,33.0000000000,176.8960000000,0.4437271358,0.2060393076,0.7153552444,0.0100880017,0.9166666667,0.0000315261,0.1008838769,0.3124158641,0.3024270065,2.0000000000,major,type 4,10
208,BaBosckstreet,track_12,43.0000000000,209.5729999800,0.6729072520,0.9629551758,0.9302737641,0.0111611934,0.0255020080,0.0000056727,0.3193132175,0.9295847572,0.4284081597,10.0000000000,major,type 4,10
209,IrAn,track_1,2.0000000000,262.2130000000,0.2360662793,0.9629551758,0.8534601083,0.0552693711,0.0000069880,0.2248988202,0.5539977649,0.1664077871,0.8161361970,2.0000000000,major,type 4,9
210,AtMa,track_1,36.0000000000,216.7500000000,0.8547449968,0.3802501026,0.8103366524,0.0418544752,0.2921686747,0.0000016265,0.1364421416,0.2513202858,0.3748813991,5.0000000000,minor,type 4,10
211,Pij,track_1,21.0000000000,267.2510000000,0.1661286852,0.6816147539,0.7941903122,0.0188881734,0.0000392570,0.8222889782,0.4584984253,0.0566428497,0.2865560443,6.0000000000,minor,type 4,9
212,JaPa,track_1,30.0000000000,315.9070000200,0.2941682806,0.4233021957,0.7385890045,0.0067611075,0.7700803213,0.0000018474,0.4046530529,0.5806150979,0.8253008151,9.0000000000,major,type 3,10
213,TkMa,track_1,47.0000000000,145.9640000000,0.8547449968,0.4973918441,0.7698085898,0.2605709380,0.0443775100,0.0000135542,0.0610586203,0.2658175417,0.4067688791,1.0000000000,major,type 4,6
214,JoMar,track_1,56.0000000000,232.7070000000,0.5932859910,0.3121677229,0.7414339547,0.0114831509,0.8383534137,0.0003152614,0.0968200752,0.3724759242,0.5622816665,4.0000000000,major,type 3,10
215,MoRaAsBh,track_1,23.0000000000,295.9260000000,0.4964493221,0.7136535208,0.8059194929,0.0856406954,0.4809236948,0.0006425709,0.2126384232,0.9751475614,0.5629986630,6.0000000000,major,type 4,10
216,Cra,track_1,45.0000000000,179.4390000000,0.6890466968,0.3722404109,0.7405605051,0.0072977034,0.1746987952,0.0000051004,0.1659047039,0.3217355286,0.4125425885,8.0000000000,major,type 4,10
217,SiRe,track_1,41.0000000000,245.9440000200,0.6115773617,0.9128946025,0.8168001797,0.0290834943,0.1566265060,0.0003524100,0.9735852890,0.5578336958,0.4013725363,7.0000000000,major,type 4,10
218,Sna,track_1,39.0000000000,153.5870000000,0.3910049494,0.9579491184,0.8930398543,0.0807040137,0.0000608434,0.0000090060,0.3660469369,0.5599047323,0.3651237763,6.0000000000,major,type 4,9
219,Cod,track_1,73.0000000000,164.6330000000,0.9365181838,0.4663542887,0.7861795313,0.0995921872,0.0090963855,0.0062239018,0.1171390836,0.1560526043,0.5898509941,8.0000000000,major,type 4,6
220,ErRe,track_1,43.0000000000,528.9469999800,0.3544222079,0.1679932719,0.6393401712,0.0237175360,0.9166666667,0.0784127293,0.0998679264,0.1736564150,0.2546308276,10.0000000000,major,type 3,8
221,JeZue,track_1,81.0000000000,219.1470000000,0.5394878416,0.0836912664,0.6202241022,0.0184588968,0.9166666667,0.0000253012,0.0978360256,0.1943667806,0.3858358132,2.0000000000,major,type 4,10
222,ArSiPr,track_1,47.0000000000,152.2680000000,0.5954379169,0.2360756515,0.6481994460,0.0127709809,0.8935742972,0.0000143574,0.0978360256,0.4812053433,0.4712500539,10.0000000000,major,type 4,10
223,Rus,track_5,54.0000000000,153.3330000000,0.8665805896,0.4563421740,0.7151805545,0.2863275381,0.3453815261,0.0000715864,0.0619729757,0.4625660143,0.6111129081,11.0000000000,major,type 4,6
224,Nai,track_1,27.0000000000,296.2530000000,0.9203787390,0.8267904164,0.8044970178,0.1221292123,0.0412650602,0.0000038454,0.0468353144,0.8001449726,0.4717783672,6.0000000000,major,type 4,6
225,LaMaS.D.Bur,track_1,39.0000000000,238.2670000200,0.4006886163,0.4963906327,0.7292056600,0.0121270659,0.9869477912,0.9106424806,0.0866605710,0.7918608263,0.3608379696,9.0000000000,minor,type 4,8
226,JoDe,track_1,77.0000000000,197.8130000000,0.2102431676,0.4293094645,0.6834868109,0.0096587250,0.5481927711,0.0000177711,0.1750482576,0.5464429947,0.7208241687,9.0000000000,major,type 4,10
227,IrMai,track_1,57.0000000000,275.2530000000,0.3920809124,0.9799757707,0.8889720746,0.1403734707,0.0008584337,0.0000047390,0.1151071828,0.2875634255,0.3824610773,4.0000000000,minor,type 4,9
228,LaMarta,track_17,18.0000000000,204.6130000200,0.6191091026,0.2691156299,0.7812632577,0.0237175360,0.9919678715,0.0002590364,0.1618409022,0.2544268406,0.3652423772,10.0000000000,minor,type 4,10
229,JoMo,track_1,42.0000000000,364.6270000200,0.3662578007,0.1429629852,0.6097177510,0.0148100451,0.9618473896,0.8815259855,0.1049476786,0.1322356840,0.4839565274,10.0000000000,major,type 4,8
230,Inq,track_1,29.0000000000,386.0770000000,0.3350548741,0.9939927312,0.8504155125,0.0985189955,0.0000028715,0.8473894050,0.1598090013,0.0143937040,0.4821721223,2.0000000000,minor,type 3,9
231,AyZaFe,track_1,25.0000000000,220.4100000000,0.5179685819,0.4573433855,0.8038232138,0.0026829792,0.2168674699,0.0015953831,0.1303464391,0.2834213524,0.6170267822,2.0000000000,major,type 4,10
232,PlofZe,track_1,38.0000000000,230.6530000000,0.4222078760,0.9148970254,0.9013001922,0.0132002576,0.0000095482,0.0001877512,0.0560804633,0.5215905561,0.4012916721,11.0000000000,major,type 3,9
233,BrMeTri,track_1,44.0000000000,360.7069999800,0.4092963202,0.1269436018,0.5565371466,0.0207125993,0.9548192771,0.9367469244,0.0856446205,0.1664077871,0.2720867296,3.0000000000,major,type 4,8
234,MoMu&NeCa,track_1,36.0000000000,251.5070000000,0.8891758124,0.4893821524,0.7670634624,0.0920798455,0.3182730924,0.0000040562,0.1059636290,0.4977736357,0.4175238280,9.0000000000,minor,type 4,10
235,JaBln,track_1,39.0000000000,288.1470000000,0.3899289864,0.3291883179,0.6426093684,0.1178364456,0.9457831325,0.0025994002,0.9634257848,0.4729211971,0.2666742140,4.0000000000,major,type 4,10
236,RyTuTr,track_1,43.0000000000,177.2610000000,0.3522702819,0.1679932719,0.5785480772,0.0129856192,0.9538152610,0.8674697465,0.0822919842,0.1767629699,0.3514307586,9.0000000000,minor,type 4,8
237,AsBhMoRaih,track_1,18.0000000000,297.0679999800,0.5373359156,0.5504560518,0.7398118340,0.0535522644,0.7479919679,0.8614456440,0.0732500254,0.9223361292,0.5746377280,6.0000000000,major,type 4,4
238,AnPaUdNa,track_1,45.0000000000,373.5730000200,0.4620185066,0.6685990048,0.7278081406,0.0299420476,0.8222891566,0.0206817477,0.2695316469,0.7193745470,0.6435233105,11.0000000000,minor,type 4,4
239,Mak,track_1,33.0000000000,159.5330000000,0.1424574995,0.9779733478,0.8383369519,0.0770551621,0.0000060542,0.6947788100,0.3569033831,0.0212281247,0.3467891491,3.0000000000,major,type 4,9
240,PoRe,track_1,27.0000000000,195.1210000000,0.6492360663,0.4202985613,0.7331985725,0.0122343851,0.7841365462,0.0015953831,0.0947881743,0.3942218080,0.5005714409,6.0000000000,minor,type 4,10
241,IdKa,track_1,12.0000000000,121.5000000000,0.7051861416,0.7877431692,0.7694092985,0.2036917794,0.0844377510,0.0002479922,0.0679670832,0.4625660143,0.8002975805,1.0000000000,major,type 4,6
242,DaPrSe,track_1,34.0000000000,381.0610000200,0.5039810631,0.6996365602,0.7616979861,0.0078342992,0.5240963855,0.4186741151,0.1079955298,0.6769182976,0.5156822789,7.0000000000,major,type 4,10
243,ShMoRa,track_1,16.0000000000,299.3329999800,0.4663223585,0.6235444888,0.8155773502,0.0090148100,0.8915662651,0.0000121486,0.3863659453,0.6686341514,0.4000301893,2.0000000000,minor,type 4,4
244,DaMaa,track_1,15.0000000000,130.5220000000,0.8127824403,0.4583445970,0.6805170822,0.1929598626,0.0232931727,0.0004839362,0.1516813979,0.1125608367,0.3741805753,9.0000000000,major,type 4,6
245,Sae,track_4,62.0000000000,159.1520000000,0.9343662578,0.5274281881,0.7880262534,0.2895471131,0.0190763052,0.0003042172,0.1008838769,0.2492492492,0.3746819338,8.0000000000,major,type 4,6
246,SaN,track_1,68.0000000000,272.1330000000,0.9182268130,0.5955105678,0.6856579571,0.0509766044,0.0066064257,0.0035030156,0.0632937113,0.9886092990,0.5210786216,11.0000000000,minor,type 4,10
247,Shm,track_1,37.0000000000,203.7280000000,0.3081557994,0.5935081449,0.8113598363,0.0461472419,0.2289156627,0.0027600429,0.0819871990,0.3559076318,0.7843511450,7.0000000000,major,type 4,10
248,HuAlUlScJaPhSc,track_1,26.0000000000,146.3740000200,0.1360017215,0.0093012545,0.1785830151,0.0224297059,0.9959839357,0.3443768518,0.0575027939,0.0194677436,0.3975126148,1.0000000000,major,type 3,8
249,Crp,track_1,31.0000000000,256.2130000000,0.4480309877,0.9939927312,0.8687080432,0.1103241039,0.0000024498,0.0483926189,0.7947780148,0.1260225743,0.4925443136,1.0000000000,major,type 4,9
250,AsBheh,track_1,2.0000000000,209.0580000000,0.5384118786,0.6836171768,0.7818122832,0.2122773127,0.7891566265,0.0038644617,0.6505130550,0.7059128094,0.3523580023,4.0000000000,major,type 4,4
251,MoRaihammed,track_10,4.0000000000,203.9329999800,0.5007531741,0.3942670631,0.7651668289,0.0578450311,0.6817269076,0.0012540173,0.2146703241,0.9016257637,0.5066416527,6.0000000000,major,type 4,4
252,NiB,track_1,63.0000000000,240.0000000000,0.8612007747,0.6675977933,0.7846073220,0.2122773127,0.4246987952,0.0000008534,0.0815808189,0.2264678472,0.5258280502,7.0000000000,major,type 4,10
253,KiKurshore,track_10,24.0000000000,221.0800000200,0.3479664300,0.3442064899,0.7191235557,0.0208199184,0.9377510040,0.0000017872,0.3640150361,0.7866832350,0.6076788718,4.0000000000,major,type 3,4
254,AB,track_1,37.0000000000,231.0400000200,0.3619539488,0.8107710329,0.7364677697,0.0200686843,0.0006034137,0.0006004022,0.6718480138,0.3362327845,0.6947265709,2.0000000000,major,type 4,9
255,MyDyBri,track_1,31.0000000000,600.2830000000,0.2575855391,0.5444487830,0.7892490829,0.0114831509,0.0001435743,0.4999994980,0.0866605710,0.0211245728,0.6116573942,6.0000000000,major,type 4,9
256,Eve,track_5,43.0000000000,189.3600000000,0.4555627286,0.9929915197,0.9160739687,0.1060313372,0.0001516064,0.1315252325,0.1598090013,0.0486693590,0.3960247121,4.0000000000,major,type 4,9
257,Vet,track_1,26.0000000000,236.0000000000,0.3942328384,0.9609527528,0.9256819146,0.0459326036,0.0000076908,0.1807220690,0.1039317281,0.3372683028,0.3474091086,6.0000000000,major,type 4,9
258,UdNaSaSa,track_1,55.0000000000,291.4000000200,0.4286636540,0.3381992211,0.6399391081,0.0108392359,0.7781124498,0.0000194779,0.0652240171,0.5288391840,0.6546178893,5.0000000000,major,type 4,10
259,ScHam,track_1,47.0000000000,327.3070000200,0.3501183559,0.0989096807,0.6519677572,0.0212491951,0.9638554217,0.1987943763,0.0958041248,0.1871181526,0.1266011127,2.0000000000,major,type 4,10
260,jem,track_1,37.0000000000,248.6750000000,0.5663869163,0.7176583666,0.8015272891,0.0052586392,0.1285140562,0.0274086621,0.1841918114,0.7711504608,0.3256943546,7.0000000000,major,type 4,10
261,MuLaMa,track_1,23.0000000000,262.9069999800,0.2511297611,0.5664754353,0.8047465748,0.0173857051,0.8755020080,0.0021275122,0.4310677639,0.6738117428,0.6242830034,9.0000000000,minor,type 4,4
262,ElJonto,track_1,33.0000000000,225.1330000200,0.5029051001,0.6986353488,0.8318734247,0.0089074909,0.4236947791,0.0003734944,0.9817128924,0.3631562597,0.5370466210,4.0000000000,major,type 4,10
263,GeDu,track_1,1.0000000000,165.4860000000,0.3651818377,0.2210574796,0.6883282174,0.0335908993,0.9979919679,0.3403607835,0.0897084222,0.2813503158,0.2942219778,6.0000000000,major,type 4,10
264,YuDanval,track_2,31.0000000000,212.8470000000,0.4878416182,0.7747274202,0.8037733024,0.1779351792,0.3815261044,0.0004417675,0.0755867114,0.4946670809,0.2938068745,9.0000000000,minor,type 1,6
