id,Artist Name,Track Name,Popularity,duration,Class
1601,ThHU,track_1,61.0,282.92,9
1602,DuAhndu,track_6,32.0,225.063,10
1603,Jug,track_1,41.0,309.759,6
1604,SeRaAlWeInBa,track_1,31.0,359.26699998000004,8
1605,FiHa,track_1,18.0,217.48,6
1606,BeThBu,track_1,58.0,195.989,6
1607,Va,track_1,22.0,313.0,9
1608,gi,track_1,53.0,114.809,10
1609,Rih,track_1,76.0,240.707,10
1610,BeRex,track_1,78.0,163.87,10
1611,Trm,track_1,51.0,489.96,9
1612,TOB,track_1,38.0,259.232,6
1613,Jaz,track_1,17.0,252.0,6
1614,MoRaAsBhR.D.Bu,track_1,21.0,656.5600002,4
1615,WATHMO,track_1,62.0,193.987,10
1616,FiFo,track_1,59.0,158.955,6
1617,BfDaPa,track_1,54.0,231.432,6
1618,HeOn,track_1,69.0,248.937,6
1619,KIS,track_4,63.0,190.867,9
1620,ONOKRO,track_1,68.0,244.538,10
1621,OzOso,track_1,54.0,205.8,9
1622,KiEn,track_1,56.0,197.573,9
1623,EiSe,track_1,46.0,320.173,9
1624,ArFrn,track_1,49.0,153.6,6
1625,LuFi,track_1,59.0,234.307,6
1626,DeCu,track_1,56.0,195.63,6
1627,KeCl,track_1,43.0,216.123,10
1628,Blk,track_1,51.0,339.387,6
1629,Bec,track_1,66.0,235.0,10
1630,Soo,track_1,27.0,216.787,9
1631,ReHo,track_1,38.0,273.661,10
1632,JoBas,track_1,64.0,169.216,10
1633,Vu,track_1,37.0,282.915,9
1634,HaBeAri,track_1,36.0,221.199,10
1635,LAY,track_1,32.0,181.248,10
1636,LoIs,track_1,37.0,222.284,10
1637,LiWan,track_1,71.0,194.184,6
1638,DeKe,track_1,58.0,222.173,10
1639,TiFrNe,track_1,39.0,353.0,9
1640,KiD,track_1,50.0,165.0,10
1641,AkSaMaGu,track_1,60.0,268.46299997999995,4
1642,PaUd,track_1,43.0,209.95999998,4
1643,ElWiTr,track_1,53.0,264.83500002,8
1644,BrMeTr,track_1,40.0,495.36,8
1645,AwAg,track_1,,190.245,9
1646,ShMe,track_1,82.0,178.994,10
1647,AdOrPo,track_1,17.0,271.741,10
1648,Tru,track_2,29.0,224.0,6
1649,Fit,track_1,43.0,198.602,10
1650,DeHi,track_1,41.0,228.112,6
1651,Wee,track_6,4.0,215.33299998,10
1652,JaMr,track_1,37.0,219.053,10
1653,SaSl,track_1,75.0,218.093,10
1654,EdHas,track_1,48.0,160.591,10
1655,MAR,track_1,60.0,206.08,10
1656,AnDa,track_1,45.0,244.965,8
1657,BlCu,track_1,46.0,213.053,10
1658,Zl,track_1,42.0,234.888,10
1659,InMon,track_1,79.0,165.161,6
1660,Saa,track_1,12.0,261.867,10
1661,KeDo,track_1,52.0,190.39999998,8
1662,DeKen,track_1,60.0,251.173,10
1663,blTaMc,track_1,76.0,189.06199980000002,10
1664,Mok,track_1,25.0,254.147,6
1665,Gra,track_1,40.0,252.693,9
1666,PoTrp,track_1,50.0,279.811,9
1667,MoRi,track_1,23.0,187.607,10
1668,God,track_1,52.0,226.54,9
1669,Dem,track_1,39.0,256.788,9
1670,SaSm,track_1,82.0,172.724,10
1671,DeMo,track_1,41.0,241.29300000000003,10
1672,TaSwt,track_1,69.0,304.107,10
1673,Su41,track_1,73.0,178.267,10
1674,Prs,track_1,58.0,171.0,6
1675,ShBl,track_1,36.0,257.824,9
1676,JeCha,track_1,23.0,101.74999998,8
1677,NeGo,track_1,46.0,236.46499998,8
1678,DuAhndu,track_7,34.0,233.533,10
1679,SKY,track_1,46.0,394.286,9
1680,NaGu,track_1,37.0,149.508,10
1681,EyGonal,track_15,31.0,224.564,10
1682,NiWat,track_1,34.0,249.907,10
1683,ThAr,track_1,40.0,271.9,9
1684,Dia,track_1,36.0,208.85,9
1685,MiMeari,track_1,21.0,194.6,10
1686,KiCu,track_1,72.0,221.23999998000002,10
1687,YiYaTw,track_1,59.0,179.16,6
1688,GiD',track_1,21.0,199.765,10
1689,INIV,track_1,27.0,185.626,10
1690,MeThSta,track_1,82.0,171.067,10
1691,bli,track_1,80.0,167.067,10
1692,KePe,track_1,40.0,218.919,10
1693,Fro,track_1,32.0,380.92,9
1694,Mos,track_1,60.0,221.054,10
1695,ChGar,track_1,47.0,172.79999999999998,8
1696,JoOl,track_1,50.0,241.197,10
1697,MoPezshe,track_2,31.0,182.973,10
1698,MiMeari,track_2,15.0,258.88,10
1699,Raf,track_1,48.0,238.173,10
1700,Fa,track_1,35.0,204.853,10
1701,Da+Sha,track_1,5.0,170.103,10
1702,ThBat,track_1,36.0,249.37,9
1703,ItLeiay,track_7,43.0,197.073,10
1704,YeBe,track_1,55.0,260.282,6
1705,Meh,track_2,52.0,344.067,9
1706,JaTe,track_1,48.0,244.86700001999998,8
1707,RoSh,track_1,26.0,244.0,10
1708,NaGoe,track_1,27.0,235.0,10
1709,Ane,track_1,48.0,179.523,10
1710,S.D.Bu,track_1,,168.16000002,4
1711,ToOde,track_1,56.0,292.187,10
1712,DeSoThBeAdTr,track_1,36.0,265.09300002000003,8
1713,TeJaDe,track_1,80.0,169.15399979999998,10
1714,BoAfMi,track_1,43.0,245.946,9
1715,2P,track_1,74.0,284.907,6
1716,Ram,track_1,66.0,226.76,9
1717,Mep,track_1,28.0,216.0,9
1718,Che,track_1,57.0,251.44,9
1719,Ge,track_1,52.0,239.91299999999998,8
1720,NaØ,track_1,54.0,126.584,10
1721,MeChr,track_1,32.0,249.094,9
1722,OmAdmer,track_18,34.0,217.173,10
1723,BIB,track_1,62.0,156.742,6
1724,Has,track_1,31.0,152.021,6
1725,AmUl,track_1,20.0,308.689,6
1726,MoPezshe,track_3,21.0,190.141,10
1727,ToYo,track_1,21.0,211.4,10
1728,WeGun,track_1,35.0,294.825,6
1729,FiMo,track_1,60.0,278.58799998,8
1730,EsCa,track_1,35.0,215.0,10
1731,YoMC,track_1,53.0,263.914,6
1732,AjHu,track_1,55.0,160.777,10
1733,joma,track_1,33.0,172.813,10
1734,JaKuSa,track_1,52.0,310.42699998,4
1735,LiBab,track_1,81.0,145.543,6
1736,YoDe,track_1,39.0,112.846,6
1737,BuRhm,track_1,60.0,158.467,6
1738,BrSpJaLySp,track_1,34.0,218.34700002,10
1739,MaFr,track_1,63.0,177.835,10
1740,DaThSu,track_1,30.0,305.446,9
1741,KiEl,track_1,50.0,216.224,10
1742,tolo,track_1,68.0,190.561,10
1743,JV,track_1,76.0,147.638,10
1744,Shk,track_1,11.0,267.0,6
1745,KaBl,track_1,26.0,136.787,10
1746,JaAh,track_1,44.0,165.29500001999997,8
1747,NoKir,track_1,52.0,173.4,10
1748,DeWa,track_1,43.0,113.143,6
1749,CO,track_1,76.0,129.796,6
1750,PaMc,track_1,40.0,302.219,10
1751,TwOnPio,track_1,82.0,195.92,10
1752,RiNa,track_1,63.0,120.964,6
1753,PaofSa,track_1,35.0,331.0,9
1754,MoRaMe,track_1,7.0,382.61299998000004,4
1755,GuPe,track_1,67.0,201.931,10
1756,DaOw,track_1,37.0,219.373,10
1757,keke,track_1,28.0,153.0,10
1758,GoDo,track_1,44.0,207.993,6
1759,Jul,track_1,49.0,225.384,10
1760,BuDa,track_1,38.0,93.0,6
1761,VaJo,track_1,45.0,201.561,10
1762,LeFi&ThEx,track_1,41.0,157.714,10
1763,Bey,track_1,64.0,281.273,6
1764,AsBhDiKa,track_1,32.0,277.75999998,4
1765,AsKu,track_1,69.0,204.0,10
1766,SaFi,track_1,83.0,194.853,10
1767,LeEy,track_1,45.0,240.131,9
1768,OlSw,track_1,25.0,178.485,10
1769,DeSe,track_1,48.0,104.611,9
1770,Onl,track_1,46.0,186.732,9
1771,PoG,track_1,89.0,165.9259998,10
1772,347,track_1,82.0,180.139,6
1773,Lat,track_1,54.0,113.238,6
1774,JoCor,track_1,55.0,218.526,10
1775,OlRor,track_1,73.0,106.881,10
1776,MoMor,track_1,33.0,186.89,10
1777,VaHal,track_1,37.0,283.04,9
1778,Eln,track_1,45.0,375.187,9
1779,SaHadrit,track_5,35.0,210.2,10
1780,KoAll,track_1,33.0,287.0,10
1781,Ale,track_1,54.0,222.253,9
1782,Vad,track_1,43.0,245.853,9
1783,AnMa,track_1,37.0,233.227,6
1784,EmBur,track_1,50.0,213.107,10
1785,RuCi,track_1,40.0,393.027,9
1786,BuBo,track_1,68.0,152.824,6
1787,Cle,track_1,52.0,221.485,6
1788,BaJaCo,track_1,37.0,218.59099998,8
1789,FaNoMo,track_1,55.0,216.2,9
1790,Os,track_1,39.0,211.294,9
1791,LiSi,track_1,65.0,269.413,6
1792,MoMors,track_1,36.0,189.044,10
1793,MoRaihamm,track_1,32.0,479.22700002,4
1794,Dio,track_1,66.0,340.64,9
1795,Val,track_1,39.0,274.867,9
1796,ThJa5,track_1,22.0,243.81300000000002,10
1797,LoSt,track_1,52.0,175.405,10
1798,nam,track_1,31.0,145.352,6
1799,EN,track_1,38.0,204.01,9
1800,ThDeWePra,track_1,53.0,295.227,9
1801,RoBa,track_1,48.0,388.74700002000003,8
1802,Neu,track_1,41.0,348.64,9
1803,EvTiIDi,track_1,43.0,250.307,9
1804,A1xJ1,track_1,74.0,158.0,6
1805,AuTw,track_1,41.0,175.707,6
1806,MaLaGuLu,track_1,47.0,270.312,8
1807,DiD,track_1,69.0,190.938,6
1808,SyOfADow,track_1,37.0,280.293,9
1809,WiTem,track_1,55.0,211.045,9
1810,L.Gun,track_1,28.0,219.211,9
1811,Sn,track_1,64.0,268.91,10
1812,LiRic,track_1,27.0,444.96000000000004,10
1813,Wee,track_7,,199.33300002000001,10
1814,PiSwe,track_1,66.0,169.749,10
1815,LiOfAg,track_1,39.0,220.173,9
1816,J.Coe,track_2,86.0,218.802,10
1817,Spi,track_1,58.0,270.416,9
1818,NaOa,track_1,27.0,240.026,10
1819,OmAdmer,track_19,37.0,216.027,10
1820,CH,track_1,46.0,129.72,6
1821,FuUt,track_1,49.0,353.347,6
1822,EdBeZannen,track_2,34.0,239.68,10
1823,Ro,track_1,29.0,185.027,10
1824,Sig,track_1,64.0,218.25,10
1825,ViMi,track_1,65.0,234.72199998000002,4
1826,MoPezshe,track_4,32.0,139.625,10
1827,ZéBa,track_1,47.0,194.88700002000002,8
1828,RoZo,track_1,51.0,182.667,9
1829,BrSpsitney,track_7,34.0,207.28000002000002,10
1830,bls,track_1,55.0,257.867,9
1831,IrMad,track_1,49.0,283.693,9
1832,SoF,track_1,80.0,139.729,6
1833,LaSl,track_1,45.0,171.413,10
1834,ChTe,track_1,46.0,201.852,10
1835,DiDg,track_1,53.0,135.224,6
1836,AbWa,track_1,29.0,231.643,9
1837,Scr,track_1,26.0,442.5,9
1838,LoSu,track_1,27.0,268.973,9
1839,GuDa,track_1,56.0,240.782,10
1840,SLA,track_1,83.0,176.972,10
1841,AnLlWeJiWaGöSö,track_1,,240.67999998,8
1842,Emp,track_1,38.0,314.907,9
1843,NoMyGo,track_1,36.0,236.375,9
1844,TiTe,track_1,48.0,195.134,6
1845,Cas,track_1,3.0,164.118,10
1846,A.RaJoGaHrGa,track_1,62.0,258.726,4
1847,Rap,track_1,39.0,334.787,6
1848,JoMa,track_1,71.0,285.48,10
1849,ER,track_1,58.0,240.525,9
1850,KeGat,track_1,80.0,243.463,6
1851,FlGeLi,track_1,53.0,193.467,10
1852,DiPl,track_1,60.0,275.342,6
1853,JiJo,track_1,36.0,155.455,6
1854,Diy,track_1,47.0,234.773,6
1855,Qus,track_1,34.0,230.613,9
1856,ViofAt,track_1,12.0,246.109,9
1857,SnThPr,track_1,58.0,144.244,6
1858,Grv,track_1,37.0,240.202,9
1859,TiFrNeb,track_1,44.0,289.289,9
1860,KaKr,track_1,20.0,360.22699998,4
1861,BuKi,track_1,36.0,190.586,9
1862,GeDut,track_1,18.0,255.37300002,4
1863,JHu,track_1,65.0,205.64,10
1864,Mb,track_1,42.0,211.912,10
1865,ModeSaPhPiLuBo,track_1,25.0,392.94700002,8
1866,Ded,track_1,36.0,231.0,9
1867,BAB,track_1,31.0,335.31,9
1868,Chp,track_1,13.0,200.113,6
1869,TaMa,track_1,24.0,246.49300001999998,4
1870,Col,track_1,47.0,241.067,9
1871,LaSh,track_1,3.0,233.427,4
1872,NaGon,track_1,46.0,199.407,10
1873,Mea,track_4,60.0,441.132,9
1874,ImArg,track_1,10.0,212.067,10
1875,Jay,track_1,57.0,180.314,10
1876,Lx,track_1,8.0,129.397,6
1877,LiB,track_1,35.0,351.24,10
1878,ViMar,track_1,43.0,419.47999998,8
1879,BRKas,track_1,72.0,211.61,6
1880,SaSmi,track_1,80.0,201.0,10
1881,Må&Do,track_1,44.0,155.952,8
1882,ChJa,track_1,41.0,189.06499997999998,8
1883,NeShQu,track_1,38.0,177.73000002,8
1884,Wee,track_8,,245.98699998000004,10
1885,ThFa,track_1,54.0,181.216,10
1886,Hei,track_1,40.0,313.879,9
1887,WeYoWo,track_1,20.0,404.706,9
1888,JaRu,track_1,49.0,264.533,6
1889,CaRo,track_1,45.0,256.512,10
1890,KuSa,track_1,29.0,271.99999998,4
1891,BaBosckstreet,track_8,50.0,215.72400000000002,10
1892,DaHa,track_1,49.0,589.30699998,8
1893,DeKee,track_1,70.0,245.7,10
1894,Shz,track_1,44.0,252.3,9
1895,DiRePaMe,track_1,39.0,198.31999998,8
1896,TaMu,track_1,41.0,149.388,9
1897,Ari,track_1,59.0,242.407,9
1898,Aut,track_1,35.0,127.99499999999999,8
1899,Ras,track_1,66.0,277.397,9
1900,Lau,track_1,30.0,206.4,10
1901,CrTo,track_1,72.0,216.733,10
1902,Jae,track_1,34.0,153.954,6
1903,MaKaFrFa,track_1,37.0,303.347,9
1904,Sca,track_1,8.0,214.533,6
1905,Ef,track_1,37.0,206.0,10
1906,RaDa,track_1,60.0,169.848,10
1907,MoRaAmBaRiKa,track_1,36.0,409.51999997999997,4
1908,Do&Pe,track_1,49.0,195.976,10
1909,PuEne,track_1,1.0,227.013,6
1910,ScHal,track_1,27.0,214.555,9
1911,Vae,track_1,69.0,144.743,10
1912,ZaKn,track_1,52.0,164.419,10
1913,ClBa,track_1,81.0,178.374,10
1914,BrSpsitney,track_8,60.0,243.53299998,10
1915,DDoEu,track_1,49.0,178.751,6
1916,LaHaJr,track_1,35.0,303.29299998,8
1917,ThCuWi,track_1,28.0,277.0,9
1918,CiP,track_1,80.0,176.16,6
1919,MuSh,track_1,5.0,375.05299998,4
1920,EyGonal,track_16,34.0,283.29,10
1921,ThLO,track_1,60.0,270.493,6
1922,CaHar,track_1,78.0,213.309,10
1923,ReRu,track_1,62.0,121.248,6
1924,YiSw,track_1,40.0,193.5,6
1925,Sm,track_1,53.0,170.667,10
1926,Man,track_2,52.0,485.018,9
1927,JoRo,track_1,48.0,189.51799998,8
1928,St&BeEl,track_1,45.0,201.143,10
1929,AmBaMu,track_1,16.0,329.78700000000003,4
1930,InAr,track_1,33.0,473.0,9
1931,Anx,track_2,50.0,296.307,9
1932,DiSc,track_1,34.0,234.594,6
1933,BlPa,track_1,31.0,254.678,9
1934,Sea,track_1,51.0,222.587,10
1935,Ci,track_1,61.0,232.667,10
1936,Mem,track_1,43.0,188.388,9
1937,KiVo,track_1,72.0,202.413,6
1938,Enl,track_1,35.0,296.0,9
1939,PoThWe,track_1,42.0,163.239,9
1940,AnPa,track_1,35.0,371.69599998,4
1941,JuFr,track_1,54.0,191.471,6
1942,DuAhndu,track_8,29.0,210.602,10
1943,SmInPi,track_1,46.0,191.182,10
1944,BlSaa,track_1,53.0,301.64,9
1945,Wee,track_9,,180.19999998,10
1946,KoAnThLo,track_1,35.0,253.267,9
1947,SOXRB,track_1,67.0,219.307,6
1948,ArHa,track_1,49.0,163.396,6
1949,FiFri,track_1,46.0,204.259,10
1950,GaAd,track_1,40.0,190.827,10
1951,ca,track_1,47.0,134.151,10
1952,le,track_1,55.0,136.822,10
1953,Cre,track_1,,326.293,10
1954,HaBeArin,track_1,35.0,234.613,10
1955,BeThBut,track_1,47.0,150.533,6
1956,10ge,track_1,70.0,114.46,10
1957,Acc,track_1,61.0,342.6,9
1958,Cue,track_1,37.0,264.75,9
1959,AvSev,track_1,55.0,381.201,9
1960,DuAhndu,track_9,18.0,210.147,10
1961,BoTh,track_1,46.0,281.12,9
1962,ZaCo,track_1,42.0,172.006,6
1963,AvAv,track_1,32.0,322.0,10
1964,ReMam,track_1,41.0,226.067,6
1965,OzOsu,track_1,59.0,301.73,9
1966,BoTy,track_1,29.0,303.267,10
1967,Tem,track_1,34.0,235.507,9
1968,SuSlBr,track_1,25.0,145.133,9
1969,NoEr,track_1,59.0,159.986,10
1970,ThHoSa,track_1,43.0,255.10699997999998,8
1971,NeFu,track_1,79.0,258.893,10
1972,MaHo,track_1,47.0,156.32800002,8
1973,ThVi,track_1,46.0,182.093,10
1974,Opt,track_1,35.0,299.853,9
1975,GaBo,track_1,24.0,237.514,9
1976,AlBra,track_1,47.0,312.18700001999997,8
1977,TrPo,track_1,51.0,142.987,6
1978,Exl,track_1,35.0,320.892,9
1979,YiSwi,track_1,30.0,249.351,6
1980,TrDa,track_1,42.0,227.107,6
1981,AvMa,track_1,82.0,187.436,10
1982,PoSmk,track_1,87.0,190.476,10
1983,PrVe,track_1,40.0,224.711,9
1984,YoNeBrAgi,track_1,67.0,192.0,6
1985,ThOnHu,track_1,42.0,215.88,9
1986,AJTra,track_1,72.0,198.032,10
1987,GeDute,track_1,,262.69300002,4
1988,Kor,track_1,42.0,179.627,6
1989,Wee,track_10,36.0,219.43999998,10
1990,Luk,track_1,15.0,269.625,6
1991,ha,track_1,65.0,177.187,10
1992,EyGonal,track_17,46.0,180.625,10
1993,KuSan,track_1,49.0,362.88799998,4
1994,SuTe,track_1,51.0,109.307,9
1995,OmAdmer,track_20,40.0,182.308,10
1996,RoMc,track_1,30.0,228.859,9
1997,FrBrEnMaTaIm,track_1,49.0,214.107,8
1998,BoAn,track_1,37.0,188.952,10
1999,RoZom,track_1,53.0,163.067,9
2000,Ing,track_1,42.0,235.528,9
2001,SoLi,track_1,42.0,175.938,10
2002,Lod,track_1,13.0,234.653,10
2003,Dee,track_1,35.0,447.298,9
2004,PoEv,track_1,,242.424,9
2005,LiSim,track_1,75.0,154.749,10
2006,NoJe,track_1,46.0,295.813,9
2007,Ami,track_1,77.0,209.64,10
2008,MCIn,track_1,61.0,188.388,10
2009,DMX,track_2,64.0,232.333,6
2010,FlMi,track_1,71.0,163.019,10
2011,NoLoEx,track_1,43.0,404.32,9
2012,ToOdl,track_1,86.0,244.36,10
2013,JaHy,track_1,42.0,152.0,10
2014,3T,track_1,53.0,271.667,9
2015,KiKuAmBac,track_1,23.0,545.067,4
2016,CaGa,track_1,34.0,241.816,10
2017,BrSpsitney,track_9,,198.64000002,10
2018,CoOfAr,track_1,21.0,194.795,9
2019,ToThMaMan,track_1,51.0,207.25,6
2020,MoPezshe,track_5,23.0,234.693,10
2021,JuPri,track_1,53.0,344.36,9
2022,Tra,track_1,83.0,216.773,10
2023,RePo,track_1,28.0,262.133,9
2024,BaQue,track_1,49.0,258.32,10
2025,DOW,track_1,,243.0,9
2026,IrMae,track_1,39.0,306.16,9
2027,JuWRL,track_1,79.0,158.033,6
2028,DuSa,track_1,43.0,155.757,6
2029,EKK,track_1,65.0,145.634,6
2030,NiHor,track_1,7.0,232.529,10
2031,Anl,track_1,27.0,280.865,9
2032,GuMae,track_1,44.0,244.453,6
2033,LoThBa,track_1,39.0,208.917,9
2034,ToWa,track_1,69.0,153.027,10
2035,JoSmi,track_1,71.0,201.942,6
2036,AlCar,track_1,80.0,230.227,10
2037,SoBo,track_1,37.0,111.621,10
2038,JaLo,track_1,41.0,135.707,6
2039,Her,track_1,20.0,186.031,9
2040,MaMan,track_1,45.0,237.662,10
2041,Dak,track_1,41.0,421.68,9
2042,JaLid,track_1,50.0,266.68,10
2043,NoCu,track_1,49.0,100.608,10
2044,RoPa,track_1,29.0,296.868,9
2045,KA,track_1,48.0,145.659,6
2046,DuLi,track_1,72.0,202.915,10
2047,DoCatj,track_1,84.0,237.893,10
2048,Pof,track_1,66.0,189.628,10
2049,WoAl,track_1,56.0,155.007,10
2050,PoSme,track_1,87.0,190.476,6
2051,Maa,track_1,28.0,251.733,6
2052,SaFr,track_1,44.0,226.6,10
2053,LiDu,track_1,63.0,169.33,6
2054,LaMarta,track_1,1.0,198.18700002,4
2055,SaHadrit,track_6,35.0,249.403,10
2056,GeFrHaRaGrJuRi,track_1,37.0,157.98799997999998,8
2057,Dre,track_2,86.0,261.493,10
2058,Maa,track_2,42.0,155.101,9
2059,NiHu,track_1,63.0,275.163,6
2060,Beh,track_1,36.0,301.507,9
2061,KeMu,track_1,44.0,131.226,6
2062,MaCr,track_1,45.0,281.25,6
2063,Trt,track_1,21.0,177.207,9
2064,EdSh&ThMaZe,track_1,73.0,306.32,10
2065,J.,track_1,32.0,232.227,6
2066,BoBr,track_1,,286.06699998,8
2067,Con,track_2,22.0,296.213,6
2068,OfLe,track_1,25.0,317.493,10
2069,Vob,track_1,59.0,200.827,9
2070,ThArm,track_1,44.0,173.155,9
2071,MoRu,track_1,32.0,314.876,9
2072,EyGonal,track_18,32.0,210.93,10
2073,MaBe,track_1,67.0,160.398,10
2074,SnPa,track_1,70.0,267.96,10
2075,Mom,track_1,22.0,269.787,9
2076,Ea,track_1,42.0,272.107,9
2077,ZoWee,track_1,50.0,174.439,10
2078,JAH,track_1,39.0,157.736,6
2079,KiEng,track_1,62.0,298.107,9
2080,Beo,track_1,64.0,289.76,6
2081,Rin,track_1,24.0,155.61599999999999,8
2082,RoWa,track_1,64.0,168.205,6
2083,Pae,track_1,53.0,419.893,9
2084,DrinSu,track_1,29.0,280.78,9
2085,See,track_1,39.0,107.284,9
2086,AlFo,track_1,48.0,162.28000002000002,8
2087,Fal,track_1,32.0,260.693,10
2088,BrFai,track_1,79.0,214.693,10
2089,PrArSig,track_1,70.0,280.28200002,4
2090,Eva,track_1,50.0,209.177,9
2091,BrSpsitney,track_10,49.0,216.70699998,10
2092,ElHen,track_1,67.0,213.213,10
2093,MiLa,track_1,44.0,153.484,6
2094,Kav,track_1,38.0,221.625,6
2095,SyK,track_1,79.0,145.611,10
2096,Igo,track_1,45.0,193.067,9
2097,CaShHa,track_1,22.0,209.677,6
2098,PuOb&ReNi,track_1,35.0,284.0,9
2099,Deh,track_2,58.0,223.933,9
2100,Soy,track_1,54.0,189.013,10
2101,AyYa,track_1,6.0,194.751,10
2102,Nec,track_1,33.0,323.2,9
2103,TeGri,track_1,57.0,209.655,6
2104,SlHal,track_1,79.0,123.98700000000001,10
2105,JaArh,track_1,55.0,210.454,10
2106,GaFaSiBaIvBo,track_1,28.0,256.60000002,8
2107,Tua,track_3,30.0,268.335,6
2108,MaTz,track_1,35.0,231.147,10
2109,VaTo,track_1,46.0,166.36999998,8
2110,OfLev,track_1,23.0,464.0,10
2111,Mei,track_4,33.0,152.749,6
2112,PoTi,track_1,31.0,356.16,9
2113,AmBaRaShKaRiKaNeSiWaReNaBa,track_1,10.0,1295.5600002,4
2114,JaSa,track_1,41.0,148.793,6
2115,CHB,track_1,69.0,202.411,6
2116,Drm,track_1,49.0,217.427,6
2117,OsPeTri,track_1,59.0,306.22699998,8
2118,JuDr,track_1,36.0,220.0,9
2119,TiWay,track_1,90.0,278.085,10
2120,ItLeiay,track_8,31.0,208.666,10
2121,JBa,track_1,85.0,228.92,10
2122,Sae,track_2,72.0,170.653,6
2123,ErBa,track_1,70.0,188.963,10
2124,AJMi,track_1,54.0,202.148,10
2125,AyKoe,track_1,28.0,202.683,10
2126,OmAdmer,track_21,53.0,218.12,10
2127,WiDe,track_1,42.0,199.747,9
2128,Daz,track_1,37.0,274.0,9
2129,JaBl,track_1,29.0,229.36000002,10
2130,ar,track_1,43.0,183.901,6
2131,Eiv,track_1,54.0,270.973,9
2132,Eld,track_4,42.0,224.267,10
2133,MoPezshe,track_6,33.0,277.75,10
2134,ItLeiay,track_9,40.0,207.568,10
2135,WhShSl,track_1,52.0,353.806,9
2136,Hat,track_1,54.0,178.667,9
2137,LiGn,track_1,64.0,154.462,6
2138,VeOfMay,track_1,54.0,249.468,9
2139,GeDuShKu,track_1,,264.56800002,4
2140,GeDutet,track_1,14.0,212.62699998,4
2141,NaDe,track_1,38.0,245.461,9
2142,NuAs,track_1,35.0,202.147,9
2143,KeMun,track_1,50.0,183.23,6
2144,MaManr,track_1,30.0,194.374,10
2145,ThCo,track_1,52.0,310.45000002,8
2146,M2,track_1,59.0,174.557,6
2147,Sol,track_1,47.0,256.187,9
2148,Slp,track_1,75.0,278.6,9
2149,ExDa,track_1,,193.22,9
2150,Evl,track_1,17.0,192.413,9
2151,ElJo,track_1,37.0,249.66700002,10
2152,UN,track_1,34.0,138.043,10
2153,ChGam,track_1,83.0,326.933,10
2154,EdHao,track_1,43.0,163.159,10
2155,Kyu,track_1,52.0,422.464,9
2156,Say,track_1,37.0,231.798,9
2157,Moa,track_1,62.0,170.107,6
2158,Kro,track_1,32.0,248.513,10
2159,TOL,track_6,59.0,535.8,9
2160,ImDra,track_1,83.0,187.147,10
2161,RoKe,track_1,25.0,433.61299998,10
2162,LaMaUdNa,track_1,49.0,347.68000002,4
2163,RoLiPhOrJaMo,track_1,28.0,256.03999998,8
2164,ShD,track_1,29.0,253.913,6
2165,Man,track_3,34.0,372.64,9
2166,Amn,track_1,55.0,186.987,9
2167,GoIsAnAst,track_1,40.0,364.048,9
2168,IcPr,track_1,59.0,168.013,10
2169,BaBosckstreet,track_9,43.0,253.467,10
2170,WiThRu,track_1,45.0,213.125,9
2171,BeReh,track_1,58.0,176.566,10
2172,RaPlkvid,track_1,48.0,298.213,6
2173,WiSm,track_1,71.0,197.56,6
2174,BaBosckstreet,track_10,36.0,279.48,10
2175,Er,track_1,40.0,194.453,9
2176,JDCl,track_1,25.0,161.091,6
2177,JaTer,track_1,44.0,243.12799997999997,8
2178,GuMaec,track_1,52.0,316.053,6
2179,Crs,track_1,22.0,167.293,9
2180,MaToMaHo,track_1,33.0,293.08300002,8
2181,JaBut,track_1,24.0,326.493,8
2182,CaBaTr,track_1,43.0,330.0,8
2183,ME,track_1,83.0,168.387,10
2184,FuMa,track_1,37.0,187.053,9
2185,KuSaAlYa,track_1,50.0,324.89299997999996,4
2186,Sil,track_1,32.0,238.2,9
2187,JoPe,track_1,43.0,367.707,9
2188,FeCu,track_1,29.0,197.288,9
2189,BrVi,track_1,61.0,137.195,10
2190,PhGr,track_1,52.0,206.662,10
2191,KaToBu,track_1,42.0,266.124,9
2192,Gis,track_1,53.0,160.627,6
2193,Kl,track_1,42.0,452.08,9
2194,StWe,track_1,52.0,253.293,9
2195,BuBoy,track_1,68.0,152.824,10
2196,DePu,track_1,57.0,209.246,9
2197,Sir,track_1,53.0,194.323,10
2198,Tw,track_1,58.0,177.842,10
2199,HY,track_1,39.0,222.277,10
2200,KiKurshore,track_2,23.0,322.12000002,4
2201,KaUch,track_1,55.0,225.027,6
2202,RiGa,track_1,28.0,239.827,10
2203,LeBri,track_1,74.0,240.2,10
2204,ItLeiay,track_10,30.0,213.659,10
2205,GoAhAnDi,track_1,36.0,205.507,9
2206,Gri,track_1,60.0,175.98,10
2207,Nea,track_1,65.0,180.231,10
2208,Slo,track_1,38.0,88.43800002,8
2209,Sh&A.,track_1,41.0,223.96,6
2210,Mea,track_5,73.0,386.493,9
2211,ViSt,track_1,53.0,258.78299999999996,10
2212,AsEvUn,track_1,41.0,221.855,9
2213,AnKi,track_1,35.0,148.013,10
2214,Sta,track_1,85.0,175.238,10
2215,NeFur,track_1,82.0,242.293,10
2216,BeAl,track_1,37.0,172.5,9
2217,FrChJuLlWeJaJuRoPhOr,track_1,,273.0,8
